count,create_date,location,weatherstation,temp,precip,canonical_location
52,2013-01-24,Boston,KBOS,12.074999999999999,0.0,Boston
303,2013-01-24,San Francisco,KSFO,52.496296296300002,0.0,San Francisco
80,2013-01-24,NYC,KNYC,17.041666666699999,0.0,New York
32,2013-01-24,Vancouver,CWHC,42.25,0.0,Vancouver
9,2013-01-24,Kansas City,KMKC,21.338461538499999,0.0,Kansas City
12,2013-01-24,Cambridge,KBOS,12.074999999999999,0.0,Boston
145,2013-01-24,New York,KNYC,17.041666666699999,0.0,New York
10,2013-01-24,Austin,KATT,67.340740740699999,0.0,Austin
20,2013-01-24,Atlanta,KFTY,47.395833333299997,0.0,Atlanta
9,2013-01-24,Minneapolis,KMIC,1.42916666667,0.0,Minneapolis
13,2013-01-24,Bay Area,KNGP,69.835999999999999,0.0,Bay Area
50,2013-01-24,Montreal,CWTA,-5.2285714285699996,0.0,Montreal
74,2013-01-24,Los Angeles,KCQT,58.867647058800003,1.1699999999999999,Los Angeles
66,2013-01-24,Chicago,KMDW,14.8269230769,0.0,Chicago
19,2013-01-24,Pittsburgh,KAGC,15.8677419355,0.0,Pittsburgh
11,2013-01-24,Denver,KAPA,47.162500000000001,0.0,Denver
6,2013-01-24,Santa Monica,KSMO,58.494117647099998,1.49,Santa Monica
11,2013-01-24,Portland OR,KPDX,37.9666666667,0.38,Portland
64,2013-01-24,Seattle,KBFI,43.119999999999997,0.16,Seattle
5,2013-01-24,Miami,KMIA,67.087500000000006,0.0,Miami
4,2013-01-24,Redmond,KBFI,43.119999999999997,0.16,Seattle
24,2013-01-24,San Diego,KSAN,64.233333333299996,0.0,San Diego
12,2013-01-24,SF,KSFO,52.496296296300002,0.0,San Francisco
8,2013-01-24,SF Bay Area,KSFO,52.496296296300002,0.0,San Francisco
7,2013-01-24,Salt Lake City,KSLC,25.853658536600001,0.12,Salt Lake City
12,2013-01-24,Waterloo,KALO,8.8499999999999996,0.0,Waterloo
8,2013-01-24,Boston MA,KBOS,12.074999999999999,0.0,Boston
7,2013-01-24,Oklahoma City,KOKC,38.837037037000002,0.0,Oklahoma City
18,2013-01-24,Montr\\xc3\\xa9al,CWTA,-5.2285714285699996,0.0,Montreal
6,2013-01-24,Washington,KDCA,21.756862745100001,0.059999999999999998,Washington DC
6,2013-01-24,Dallas,KDAL,64.125,0.0,Dallas
6,2013-01-24,San Jose,KSJC,52.102222222199998,0.56999999999999995,San Jose
19,2013-01-24,Washington DC,KDCA,21.756862745100001,0.059999999999999998,Washington DC
82,2013-01-24,New York City,KNYC,17.041666666699999,0.0,New York
20,2013-01-24,Brooklyn,KNYC,17.041666666699999,0.0,New York
3,2013-01-24,Baltimore,KBWI,19.1769230769,0.13,Baltimore
27,2013-01-24,Philadelphia,KPHL,21.475000000000001,0.0,Philadelphia
149,2012-09-15,San Francisco,KSFO,56.210000000000001,0.0,San Francisco
57,2012-09-15,New York,KNYC,66.495652173899998,0.01,New York
11,2012-09-15,San Diego,KSAN,83.454166666700004,0.0,San Diego
28,2012-09-15,NYC,KNYC,66.495652173899998,0.01,New York
34,2012-09-15,New York City,KNYC,66.495652173899998,0.01,New York
8,2012-09-15,Austin,KATT,70.427272727299993,0.0,Austin
7,2012-09-15,Atlanta,KFTY,73.9375,0.0,Atlanta
2,2012-09-15,Minneapolis,KMIC,67.004347826100002,0.0,Minneapolis
205,2012-09-18,San Francisco,KSFO,57.555172413800001,0.0,San Francisco
5,2012-09-18,Edmonton,CXEC,58.100000000000001,0.0,Edmonton
50,2012-09-18,Los Angeles,KCQT,70.704166666700004,0.0,Los Angeles
17,2012-09-18,Atlanta,KFTY,71.5625,2.8399999999999999,Atlanta
22,2012-09-18,Vancouver,CWHC,61.0,0.0,Vancouver
52,2012-09-18,Seattle,KBFI,66.625,0.0,Seattle
18,2012-09-18,Philadelphia,KPHL,72.893846153799998,2.5499999999999998,Philadelphia
4,2012-09-18,Portland OR,KPDX,68.679166666699999,0.0,Portland
3,2012-09-18,Dallas,KDAL,72.162962962999998,0.0,Dallas
8,2012-09-18,San Jose,KSJC,59.683999999999997,0.0,San Jose
7,2012-09-18,Denver,KAPA,59.920833333300003,0.0,Denver
28,2012-09-18,San Diego,KSAN,72.014814814800005,0.0,San Diego
17,2012-09-18,SF,KSFO,57.555172413800001,0.0,San Francisco
9,2012-09-21,Pittsburgh,KAGC,67.575000000000003,0.0,Pittsburgh
177,2012-09-21,San Francisco,KSFO,59.116666666699999,0.0,San Francisco
54,2012-09-21,Chicago,KMDW,55.9384615385,0.14000000000000001,Chicago
39,2012-09-21,New York City,KNYC,64.493103448300005,0.0,New York
5,2012-09-21,nyc,KNYC,64.493103448300005,0.0,New York
15,2012-09-21,Philadelphia,KPHL,67.420000000000002,0.0,Philadelphia
34,2012-09-21,Boston,KBOS,56.840740740699999,0.0,Boston
43,2012-09-19,Los Angeles,KCQT,72.165217391300004,0.0,Los Angeles
11,2012-09-19,Atlanta,KFTY,66.208333333300004,0.0,Atlanta
57,2012-09-19,NYC,KNYC,63.75,0.0,New York
123,2012-09-19,New York,KNYC,63.75,0.0,New York
8,2012-09-19,Kansas City,KMKC,69.6875,0.0,Kansas City
23,2012-09-19,Washington DC,KDCA,65.5,0.0,Washington DC
5,2012-09-19,Austin TX,KATT,74.75,0.0,Austin
51,2012-09-19,Seattle,KBFI,59.746666666700001,0.0,Seattle
7,2012-09-19,San Jose,KSJC,58.9888888889,0.0,San Jose
39,2012-09-19,Boston,KBOS,66.728125000000006,1.8300000000000001,Boston
36,2012-09-19,Montreal,CWTA,51.978571428599999,0.040000000000000001,Montreal
218,2012-09-19,San Francisco,KSFO,58.623076923100001,0.0,San Francisco
18,2012-09-19,Philadelphia,KPHL,66.259375000000006,0.040000000000000001,Philadelphia
5,2012-09-19,Santa Barbara,KSBA,65.637500000000003,0.0,Santa Barbara
7,2012-09-19,Portland,KPDX,60.377419354799997,0.0,Portland
46,2012-09-19,Chicago,KMDW,61.116666666699999,0.0,Chicago
7,2012-09-19,Boston MA,KBOS,66.728125000000006,1.8300000000000001,Boston
10,2012-09-19,Pittsburgh,KAGC,55.012500000000003,0.0,Pittsburgh
53,2012-09-19,New York City,KNYC,63.75,0.0,New York
49,2012-09-17,New York City,KNYC,67.047826087000004,0.0,New York
105,2012-09-17,New York,KNYC,67.047826087000004,0.0,New York
49,2012-09-17,Chicago,KMDW,67.217241379300006,0.22,Chicago
4,2012-09-17,Seattle WA,KBFI,64.592307692299997,0.0,Seattle
14,2012-09-15,Boston,KBOS,66.028571428600003,0.26000000000000001,Boston
22,2012-09-15,Chicago,KMDW,67.112499999999997,0.0,Chicago
5,2012-09-15,SF Bay Area,KSFO,56.210000000000001,0.0,San Francisco
5,2012-09-15,Montr\\xc3\\xa9al,CWTA,58.229629629599998,0.14999999999999999,Montreal
9,2012-09-15,Vancouver,CWHC,59.0,0.0,Vancouver
33,2012-09-15,Seattle,KBFI,62.054166666699999,0.0,Seattle
6,2012-09-15,Berkeley,KOAK,57.8310344828,0.0,Berkeley
110,2012-09-21,New York,KNYC,64.493103448300005,0.0,New York
51,2012-09-21,Seattle,KBFI,59.040624999999999,0.0,Seattle
29,2012-09-21,Montreal,CWTA,60.903571428600003,0.22,Montreal
7,2012-09-21,Berkeley,KOAK,56.861538461499997,0.0,Berkeley
14,2012-09-21,Washington DC,KDCA,69.533333333300007,0.0,Washington DC
13,2012-09-21,SF Bay Area,KSFO,59.116666666699999,0.0,San Francisco
21,2012-09-21,Vancouver,CWHC,57.0,0.0,Vancouver
7,2012-09-21,San Jose,KSJC,62.549999999999997,0.0,San Jose
7,2012-09-21,Indianapolis,KIND,57.035897435899997,2.9900000000000002,Indianapolis
6,2012-09-21,Portland,KPDX,60.583333333299997,0.0,Portland
53,2012-09-21,Los Angeles,KCQT,75.283333333300007,0.0,Los Angeles
9,2012-09-21,NY,KNYC,64.493103448300005,0.0,New York
15,2012-09-21,SF,KSFO,59.116666666699999,0.0,San Francisco
4,2012-09-20,Las Vegas,KLAS,85.466666666699993,0.0,Las Vegas
30,2012-09-20,Boston,KBOS,56.958333333299997,0.0,Boston
6,2012-09-20,Indianapolis,KIND,59.733333333300003,0.0,Indianapolis
6,2012-09-20,Waterloo,KALO,54.816666666700002,0.0,Waterloo
29,2012-09-20,Montreal,CWTA,55.860714285699999,0.0,Montreal
15,2012-09-20,Pittsburgh,KAGC,58.892307692300001,0.0,Pittsburgh
8,2012-09-20,Birmingham,KBHM,65.341666666699993,0.0,Birmingham
16,2012-09-20,Washington DC,KDCA,65.058333333299998,0.0,Washington DC
55,2012-09-20,Los Angeles,KCQT,74.333333333300004,0.0,Los Angeles
5,2012-09-20,Denver,KAPA,65.561904761899996,0.0,Denver
193,2012-09-20,San Francisco,KSFO,58.316666666700002,0.0,San Francisco
27,2012-09-20,San Diego,KSAN,72.248275862100002,0.0,San Diego
6,2012-09-20,Portland,KPDX,58.394117647100003,0.0,Portland
3,2012-09-20,Portland OR,KPDX,58.394117647100003,0.0,Portland
52,2012-09-20,Seattle,KBFI,58.740740740699998,0.0,Seattle
7,2012-09-20,Baltimore,KBWI,60.9083333333,0.0,Baltimore
9,2012-09-20,Montr\\xc3\\xa9al,CWTA,55.860714285699999,0.0,Montreal
6,2012-09-15,Mountain View,KNUQ,62.088461538499999,0.0,Mountain View
4,2012-09-15,Birmingham,KBHM,73.220833333300007,0.0,Birmingham
11,2012-09-14,SF,KSFO,57.880769230799999,0.0,San Francisco
50,2012-09-14,Seattle,KBFI,64.320833333300001,0.0,Seattle
6,2012-09-14,Santa Barbara,KSBA,67.611999999999995,0.0,Santa Barbara
224,2012-09-14,San Francisco,KSFO,57.880769230799999,0.0,San Francisco
36,2012-09-14,Boston,KBOS,69.700000000000003,0.0,Boston
8,2012-09-14,Brooklyn,KNYC,70.924999999999997,0.0,New York
100,2012-09-14,New York,KNYC,70.924999999999997,0.0,New York
25,2012-09-14,San Diego,KSAN,77.258333333300001,0.0,San Diego
14,2012-09-14,Atlanta,KFTY,72.895833333300004,0.02,Atlanta
44,2012-09-14,Chicago,KMDW,64.379166666700002,0.0,Chicago
52,2012-09-14,NYC,KNYC,70.924999999999997,0.0,New York
6,2012-09-14,Santa Monica,KSMO,76.777272727300002,0.0,Santa Monica
10,2012-09-14,Minneapolis,KMIC,59.412500000000001,0.0,Minneapolis
53,2012-09-14,New York City,KNYC,70.924999999999997,0.0,New York
9,2012-09-14,Austin,KATT,68.784313725499999,1.8100000000000001,Austin
5,2012-09-14,Las Vegas,KLAS,83.404166666699993,0.0,Las Vegas
30,2012-09-14,Montreal,CWTA,71.607142857100001,0.39000000000000001,Montreal
12,2012-09-14,SF Bay Area,KSFO,57.880769230799999,0.0,San Francisco
12,2012-09-14,Washington DC,KDCA,72.891666666700004,0.0,Washington DC
19,2012-09-14,Philadelphia,KPHL,70.676000000000002,0.0,Philadelphia
8,2012-09-14,Mountain View,KNUQ,61.845454545499997,0.0,Mountain View
14,2012-09-16,Boston,KBOS,63.0,0.0,Boston
62,2012-09-16,New York,KNYC,65.108333333299996,0.0,New York
8,2012-09-16,nyc,KNYC,65.108333333299996,0.0,New York
23,2012-09-16,NYC,KNYC,65.108333333299996,0.0,New York
131,2012-09-16,San Francisco,KSFO,56.595999999999997,0.0,San Francisco
8,2012-09-16,Pittsburgh,KAGC,61.0423076923,0.0,Pittsburgh
22,2012-09-16,Philadelphia,KPHL,66.716666666699993,0.0,Philadelphia
21,2012-09-16,Seattle,KBFI,62.416666666700003,0.0,Seattle
31,2012-09-16,New York City,KNYC,65.108333333299996,0.0,New York
20,2012-09-16,Los Angeles,KCQT,75.351851851899994,0.0,Los Angeles
10,2012-09-20,San Jose,KSJC,59.423076923099998,0.0,San Jose
30,2012-09-18,Boston,KBOS,68.662068965499998,0.0,Boston
17,2012-09-19,SF,KSFO,58.623076923100001,0.0,San Francisco
13,2012-09-19,Montr\\xc3\\xa9al,CWTA,51.978571428599999,0.040000000000000001,Montreal
15,2012-09-19,Vancouver,CWHC,61.5,0.0,Vancouver
5,2012-09-19,Baltimore,KBWI,63.384,0.0,Baltimore
13,2012-09-19,Brooklyn,KNYC,63.75,0.0,New York
3,2012-09-19,DC,KDCA,65.5,0.0,Washington DC
16,2012-09-18,Minneapolis,KMIC,51.399999999999999,0.0,Minneapolis
27,2012-09-18,Montreal,CWTA,63.991666666699999,0.77000000000000002,Montreal
56,2012-09-18,Chicago,KMDW,56.363999999999997,0.0,Chicago
11,2012-09-18,Montr\\xc3\\xa9al,CWTA,63.991666666699999,0.77000000000000002,Montreal
22,2012-09-18,Washington DC,KDCA,72.081818181800003,3.3399999999999999,Washington DC
2,2012-09-18,san francisco,KSFO,57.555172413800001,0.0,San Francisco
2,2012-09-18,Salt Lake City,KSLC,67.879166666700002,0.0,Salt Lake City
5,2012-09-18,Austin,KATT,75.266666666700004,0.0,Austin
3,2012-09-16,Edmonton,CXEC,49.462962963000003,0.0,Edmonton
5,2012-09-16,Cambridge,KBOS,63.0,0.0,Boston
11,2012-09-16,San Diego,KSAN,70.287499999999994,0.0,San Diego
2,2012-09-15,Portland,KPDX,66.883333333300001,0.0,Portland
31,2012-09-17,Boston,KBOS,62.024999999999999,0.0,Boston
43,2012-09-17,Los Angeles,KCQT,71.892592592599996,0.0,Los Angeles
57,2012-09-17,NYC,KNYC,67.047826087000004,0.0,New York
206,2012-09-17,San Francisco,KSFO,58.074074074099997,0.0,San Francisco
11,2012-09-18,Bay Area,KNGP,80.366666666699999,0.0,Bay Area
129,2012-12-26,San Francisco,KSFO,51.111538461499997,0.17999999999999999,San Francisco
35,2012-12-26,Chicago,KMDW,32.665517241400003,0.0,Chicago
9,2012-12-26,Austin,KATT,33.962962963000003,0.0,Austin
79,2012-12-26,New York,KNYC,33.5744186047,2.21,New York
11,2012-12-26,Vancouver,CWHC,41.5,0.0,Vancouver
9,2012-12-26,Washington DC,KDCA,36.974074074100002,3.7000000000000002,Washington DC
10,2012-12-26,NY,KNYC,33.5744186047,2.21,New York
21,2012-12-26,Seattle,KBFI,43.285714285700003,0.25,Seattle
5,2012-12-26,Montr\\xc3\\xa9al,CWTA,12.9785714286,0.0,Montreal
36,2012-12-26,New York City,KNYC,33.5744186047,2.21,New York
38,2012-12-26,NYC,KNYC,33.5744186047,2.21,New York
22,2012-12-26,Boston,KBOS,31.915384615400001,0.26000000000000001,Boston
7,2012-12-26,Bay Area,KNGP,44.131999999999998,0.0,Bay Area
15,2012-12-26,Los Angeles,KCQT,52.450877192999997,1.47,Los Angeles
2,2012-12-26,Waterloo,KALO,10.5333333333,0.0,Waterloo
4,2012-12-26,Austin TX,KATT,33.962962963000003,0.0,Austin
5,2012-12-26,Denver,KAPA,15.583333333300001,0.0,Denver
2,2012-12-26,Dallas,KDAL,27.716000000000001,0.040000000000000001,Dallas
156,2012-12-27,San Francisco,KSFO,50.245833333299998,0.0,San Francisco
17,2012-12-27,Montreal,CWTA,20.8357142857,1.51,Montreal
94,2012-12-27,New York,KNYC,36.034090909100001,1.4399999999999999,New York
30,2012-12-27,Seattle,KBFI,43.9545454545,0.38,Seattle
20,2012-12-27,Boston,KBOS,39.034042553200003,2.4399999999999999,Boston
32,2012-12-27,Los Angeles,KCQT,54.391666666699997,0.0,Los Angeles
10,2012-12-27,Pittsburgh,KAGC,29.017391304299998,0.01,Pittsburgh
39,2012-12-27,New York City,KNYC,36.034090909100001,1.4399999999999999,New York
5,2012-12-27,Berkeley,KOAK,49.041666666700003,0.0,Berkeley
51,2012-12-27,NYC,KNYC,36.034090909100001,1.4399999999999999,New York
2,2012-12-27,Redmond,KBFI,43.9545454545,0.38,Seattle
12,2012-12-27,Vancouver,CWHC,40.5,0.0,Vancouver
42,2012-12-27,Chicago,KMDW,30.971428571400001,0.0,Chicago
5,2012-12-27,Mountain View,KNUQ,47.5916666667,0.0,Mountain View
1,2012-12-27,Santa Monica,KSMO,54.116666666699999,0.0,Santa Monica
5,2012-12-27,Cambridge MA,KBOS,39.034042553200003,2.4399999999999999,Boston
8,2013-02-22,DC,KDCA,33.450000000000003,0.070000000000000007,Washington DC
48,2013-02-22,Montreal,CWTA,26.7428571429,0.050000000000000003,Montreal
82,2013-02-22,NYC,KNYC,32.420833333300003,0.0,New York
286,2013-02-22,San Francisco,KSFO,49.2923076923,0.0,San Francisco
6,2013-02-22,Berkeley,KOAK,50.333333333299997,0.0,Berkeley
15,2013-02-22,Atlanta,KFTY,43.813513513499998,2.1499999999999999,Atlanta
69,2013-02-22,New York City,KNYC,32.420833333300003,0.0,New York
14,2013-02-22,Denver,KAPA,20.936363636399999,0.0,Denver
144,2013-02-22,New York,KNYC,32.420833333300003,0.0,New York
54,2013-02-22,Boston,KBOS,31.7833333333,0.0,Boston
7,2013-02-22,Edmonton,CXEC,21.5230769231,0.0,Edmonton
6,2013-02-22,San Jose,KSJC,48.787500000000001,0.0,San Jose
13,2013-02-22,Brooklyn,KNYC,32.420833333300003,0.0,New York
14,2013-02-22,NY,KNYC,32.420833333300003,0.0,New York
5,2013-02-22,Cambridge MA,KBOS,31.7833333333,0.0,Boston
12,2013-02-22,SF Bay Area,KSFO,49.2923076923,0.0,San Francisco
25,2013-02-22,San Diego,KSAN,53.770833333299997,0.0,San Diego
60,2013-02-22,Chicago,KMDW,27.997297297300001,0.089999999999999997,Chicago
9,2013-02-22,Minneapolis,KMIC,22.193478260900001,0.19,Minneapolis
16,2013-02-22,Pittsburgh,KAGC,30.719444444400001,0.070000000000000007,Pittsburgh
17,2013-02-22,Cambridge,KBOS,31.7833333333,0.0,Boston
7,2013-02-22,Las Vegas,KLAS,47.441666666700002,0.0,Las Vegas
217,2013-02-23,San Francisco,KSFO,50.416129032299999,0.0,San Francisco
4,2013-02-23,Santa Barbara,KSBA,54.850000000000001,0.0,Santa Barbara
4,2013-02-23,Oklahoma City,KOKC,33.233333333300003,0.0,Oklahoma City
100,2013-02-23,New York,KNYC,38.013333333299997,0.35999999999999999,New York
49,2013-02-23,Los Angeles,KCQT,53.952173913000003,0.0,Los Angeles
10,2013-02-23,Brooklyn,KNYC,38.013333333299997,0.35999999999999999,New York
54,2013-02-23,NYC,KNYC,38.013333333299997,0.35999999999999999,New York
7,2013-02-23,Denver,KAPA,29.807142857100001,0.0,Denver
22,2013-02-23,Vancouver,CWHC,42.75,0.0,Vancouver
6,2013-02-23,Minneapolis,KMIC,24.527272727300002,0.0,Minneapolis
43,2013-02-23,Chicago,KMDW,25.826923076900002,0.0,Chicago
4,2013-02-23,St. Petersburg,KSPG,70.741463414600005,0.0,St. Petersburg
9,2013-02-23,Portland,KPDX,41.574074074099997,0.12,Portland
50,2013-02-23,New York City,KNYC,38.013333333299997,0.35999999999999999,New York
2,2013-02-23,san francisco,KSFO,50.416129032299999,0.0,San Francisco
15,2013-02-23,SF Bay Area,KSFO,50.416129032299999,0.0,San Francisco
7,2013-02-22,Mountain View,KNUQ,49.570833333300001,0.0,Mountain View
24,2013-02-22,Washington DC,KDCA,33.450000000000003,0.070000000000000007,Washington DC
7,2013-02-22,Salt Lake City,KSLC,28.9459459459,0.16,Salt Lake City
58,2013-02-22,Los Angeles,KCQT,54.0916666667,0.0,Los Angeles
63,2013-02-22,Seattle,KBFI,44.617777777800001,0.51000000000000001,Seattle
5,2013-02-22,Birmingham,KBHM,50.462790697700001,1.0700000000000001,Birmingham
25,2013-02-22,Philadelphia,KPHL,33.0,0.0,Philadelphia
6,2013-02-22,Santa Barbara,KSBA,48.758333333300001,0.0,Santa Barbara
8,2013-02-22,Baltimore,KBWI,31.3529411765,0.050000000000000003,Baltimore
9,2013-02-22,Kansas City,KMKC,25.377777777799999,0.0,Kansas City
15,2013-02-22,Montr\\xc3\\xa9al,CWTA,26.7428571429,0.050000000000000003,Montreal
29,2013-02-22,Vancouver,CWHC,42.25,0.0,Vancouver
13,2013-02-22,SF,KSFO,49.2923076923,0.0,San Francisco
34,2013-02-23,Seattle,KBFI,44.088888888900001,0.0,Seattle
5,2013-02-23,Edmonton,CXEC,25.803571428600002,0.0,Edmonton
39,2013-02-23,Montreal,CWTA,30.7035714286,0.39000000000000001,Montreal
5,2013-02-23,Washington,KDCA,39.053846153800002,0.11,Washington DC
9,2013-02-23,SF,KSFO,50.416129032299999,0.0,San Francisco
4,2013-02-22,Oklahoma City,KOKC,27.899999999999999,0.0,Oklahoma City
4,2013-02-22,Santa Monica,KSMO,52.829166666699997,0.0,Santa Monica
6,2013-02-22,san francisco,KSFO,49.2923076923,0.0,San Francisco
7,2013-02-22,Portland,KPDX,44.833333333299997,0.5,Portland
9,2013-02-22,Bay Area,KNGP,67.651724137900004,0.0,Bay Area
4,2013-02-22,nyc,KNYC,32.420833333300003,0.0,New York
5,2013-02-22,Boston MA,KBOS,31.7833333333,0.0,Boston
4,2013-02-22,Seattle WA,KBFI,44.617777777800001,0.51000000000000001,Seattle
3,2013-02-22,Indianapolis,KIND,32.254545454499997,0.12,Indianapolis
165,2013-04-08,New York,KNYC,59.350000000000001,0.0,New York
8,2013-04-08,Baltimore,KBWI,66.549999999999997,0.01,Baltimore
95,2013-04-08,NYC,KNYC,59.350000000000001,0.0,New York
8,2013-04-08,Boston MA,KBOS,50.883333333300001,0.0,Boston
20,2013-04-08,Brooklyn,KNYC,59.350000000000001,0.0,New York
91,2013-04-08,Chicago,KMDW,52.3129032258,0.94999999999999996,Chicago
25,2013-04-08,San Diego,KSAN,59.240740740699998,0.0,San Diego
26,2013-04-08,Washington DC,KDCA,65.962500000000006,0.0,Washington DC
47,2013-04-08,Montreal,CWTA,42.566666666700002,0.0,Montreal
81,2013-04-08,New York City,KNYC,59.350000000000001,0.0,New York
21,2013-04-08,Montr\\xc3\\xa9al,CWTA,42.566666666700002,0.0,Montreal
5,2013-04-08,DC,KDCA,65.962500000000006,0.0,Washington DC
29,2013-04-08,Atlanta,KFTY,65.095833333300007,0.0,Atlanta
13,2013-04-08,Kansas City,KMKC,63.6647058824,0.84999999999999998,Kansas City
16,2013-04-08,NY,KNYC,59.350000000000001,0.0,New York
48,2013-04-08,Boston,KBOS,50.883333333300001,0.0,Boston
19,2013-04-08,SF,KSFO,53.728571428599999,0.0,San Francisco
8,2013-04-08,nyc,KNYC,59.350000000000001,0.0,New York
20,2013-04-08,Minneapolis,KMIC,40.212244898000002,1.8799999999999999,Minneapolis
20,2013-04-08,Cambridge,KBOS,50.883333333300001,0.0,Boston
6,2013-04-08,Austin TX,KATT,71.055882352899999,0.0,Austin
7,2013-04-08,Washington,KDCA,65.962500000000006,0.0,Washington DC
312,2013-04-08,San Francisco,KSFO,53.728571428599999,0.0,San Francisco
19,2013-04-14,Vancouver,CWHC,45.0,0.0,Vancouver
32,2013-04-14,Boston,KBOS,47.8416666667,0.0,Boston
50,2013-04-14,Seattle,KBFI,45.8172413793,0.059999999999999998,Seattle
196,2013-04-14,San Francisco,KSFO,52.070833333300001,0.0,San Francisco
115,2013-04-14,New York,KNYC,52.208333333299997,0.0,New York
41,2013-04-14,Montreal,CWTA,41.492592592599998,0.0,Montreal
54,2013-04-14,Chicago,KMDW,53.2791666667,0.0,Chicago
11,2013-04-14,Philadelphia,KPHL,54.8416666667,0.0,Philadelphia
13,2013-04-14,SF,KSFO,52.070833333300001,0.0,San Francisco
4,2013-04-14,Austin,KATT,70.3290322581,0.0,Austin
43,2013-04-14,New York City,KNYC,52.208333333299997,0.0,New York
5,2013-04-14,Indianapolis,KIND,55.854166666700003,0.0,Indianapolis
3,2013-04-14,Edmonton,CXEC,31.800000000000001,0.0,Edmonton
5,2013-04-14,Santa Barbara,KSBA,56.857692307699999,0.0,Santa Barbara
57,2013-04-14,NYC,KNYC,52.208333333299997,0.0,New York
5,2013-04-14,NY,KNYC,52.208333333299997,0.0,New York
4,2013-04-14,Las Vegas,KLAS,74.603999999999999,0.0,Las Vegas
17,2013-04-14,San Diego,KSAN,57.034482758599999,0.0,San Diego
47,2013-04-14,Los Angeles,KCQT,59.214285714299997,0.0,Los Angeles
14,2013-04-14,Bay Area,KNGP,71.761904761899999,0.0,Bay Area
16,2013-04-14,Pittsburgh,KAGC,49.2791666667,0.0,Pittsburgh
7,2013-04-14,Cambridge,KBOS,47.8416666667,0.0,Boston
6,2013-04-14,St. Petersburg,KSPG,75.625925925900006,0.029999999999999999,St. Petersburg
7,2013-04-14,Mountain View,KNUQ,56.460000000000001,0.0,Mountain View
3,2013-04-14,Oklahoma City,KOKC,68.052000000000007,0.0,Oklahoma City
10,2013-04-14,Montr\\xc3\\xa9al,CWTA,41.492592592599998,0.0,Montreal
5,2013-04-14,Portland OR,KPDX,44.75,0.070000000000000007,Portland
1,2013-04-14,Colorado Springs,KCOS,47.911111111099999,0.050000000000000003,Colorado Springs
9,2013-04-14,Washington,KDCA,59.325000000000003,0.0,Washington DC
7,2013-04-14,Minneapolis,KMIC,32.471739130400003,0.57999999999999996,Minneapolis
16,2013-04-14,Atlanta,KFTY,55.051612903200002,0.31,Atlanta
5,2013-04-14,San Jose,KSJC,55.387999999999998,0.0,San Jose
4,2013-04-14,DC,KDCA,59.325000000000003,0.0,Washington DC
7,2013-04-14,Kansas City,KMKC,64.265384615399995,0.0,Kansas City
79,2013-04-15,Los Angeles,KCQT,59.380434782599998,0.0,Los Angeles
3,2013-04-15,Boston MA,KBOS,44.766666666699997,0.0,Boston
8,2013-04-15,Chicago IL,KMDW,56.836666666699998,0.41999999999999998,Chicago
166,2013-04-15,New York,KNYC,49.5625,0.0,New York
72,2013-04-15,New York City,KNYC,49.5625,0.0,New York
298,2013-04-15,San Francisco,KSFO,49.988,0.0,San Francisco
67,2013-04-15,Seattle,KBFI,46.859259259300003,0.0,Seattle
8,2013-04-15,Santa Barbara,KSBA,54.719999999999999,0.0,Santa Barbara
36,2013-04-15,Boston,KBOS,44.766666666699997,0.0,Boston
93,2013-04-15,Chicago,KMDW,56.836666666699998,0.41999999999999998,Chicago
29,2013-04-15,San Diego,KSAN,57.651351351400002,0.040000000000000001,San Diego
10,2013-04-15,SF Bay Area,KSFO,49.988,0.0,San Francisco
86,2013-04-15,NYC,KNYC,49.5625,0.0,New York
17,2013-04-15,NY,KNYC,49.5625,0.0,New York
52,2013-04-15,Montreal,CWTA,46.089285714299997,0.0,Montreal
4,2013-04-15,Birmingham,KBHM,64.200000000000003,0.0,Birmingham
31,2013-04-15,Vancouver,CWHC,48.25,0.0,Vancouver
2,2013-04-15,Austin TX,KATT,75.979310344799998,0.0,Austin
8,2013-04-15,San Jose,KSJC,51.458064516100002,0.0,San Jose
28,2013-04-15,Washington DC,KDCA,59.940740740700001,0.0,Washington DC
25,2013-04-15,Atlanta,KFTY,62.560000000000002,0.0,Atlanta
2,2013-04-14,Birmingham,KBHM,57.996000000000002,0.35999999999999999,Birmingham
6,2013-04-14,Washington DC,KDCA,59.325000000000003,0.0,Washington DC
3,2013-04-14,Dallas,KDAL,70.822222222199997,0.0,Dallas
15,2013-04-15,Brooklyn,KNYC,49.5625,0.0,New York
5,2013-04-15,Berkeley,KOAK,53.930303030300003,0.0,Berkeley
16,2013-04-15,Pittsburgh,KAGC,60.875,0.0,Pittsburgh
4,2013-04-14,Austin TX,KATT,70.3290322581,0.0,Austin
14,2013-04-14,Brooklyn,KNYC,52.208333333299997,0.0,New York
3,2013-04-14,Chicago IL,KMDW,53.2791666667,0.0,Chicago
13,2013-04-15,Minneapolis,KMIC,35.258620689700003,0.0,Minneapolis
4,2013-04-15,Seattle WA,KBFI,46.859259259300003,0.0,Seattle
8,2013-04-15,Miami,KMIA,79.756666666699999,0.029999999999999999,Miami
14,2013-04-15,Austin,KATT,75.979310344799998,0.0,Austin
5,2013-04-15,San Antonio,KSSF,75.631249999999994,0.0,San Antonio
4,2013-04-14,Baltimore,KBWI,55.2833333333,0.0,Baltimore
