count,create_date,location,weatherstation,temp,precip,canonical_location
5,2013-06-18,Portland OR,KPDX,62.740740740699998,0.0,Portland
6,2013-06-18,Waterloo,KALO,69.123076923100001,0.0,Waterloo
3,2013-06-18,Edmonton,CXEC,60.792857142899997,0.53000000000000003,Edmonton
98,2013-06-18,NYC,KNYC,69.467500000000001,0.59999999999999998,New York
9,2013-06-18,Berkeley,KOAK,61.143333333299999,0.0,Berkeley
70,2013-06-18,Seattle,KBFI,64.650000000000006,0.0,Seattle
26,2013-06-18,Philadelphia,KPHL,70.174418604699994,3.5600000000000001,Philadelphia
5,2013-06-18,Salt Lake City,KSLC,82.587500000000006,0.0,Salt Lake City
8,2013-06-18,Birmingham,KBHM,74.804347826099999,4.6299999999999999,Birmingham
16,2013-06-18,Bay Area,KNGP,84.049999999999997,0.0,Bay Area
11,2013-06-18,Kansas City,KMKC,75.854166666699996,0.0,Kansas City
89,2013-06-17,NYC,KNYC,75.211538461499998,0.029999999999999999,New York
23,2013-06-17,Philadelphia,KPHL,75.495999999999995,0.0,Philadelphia
10,2013-06-17,Portland,KPDX,66.004000000000005,0.0,Portland
166,2013-06-17,New York,KNYC,75.211538461499998,0.029999999999999999,New York
80,2013-06-17,New York City,KNYC,75.211538461499998,0.029999999999999999,New York
327,2013-06-17,San Francisco,KSFO,58.548275862099999,0.0,San Francisco
76,2013-06-17,Los Angeles,KCQT,66.424137931000004,0.0,Los Angeles
45,2013-06-17,Montreal,CWTA,61.082142857100003,0.0,Montreal
59,2013-06-17,Seattle,KBFI,66.054166666699999,0.0,Seattle
14,2013-06-17,Cambridge,KBOS,71.696774193500005,0.90000000000000002,Boston
11,2013-06-17,Minneapolis,KMIC,71.075000000000003,0.0,Minneapolis
50,2013-06-17,Boston,KBOS,71.696774193500005,0.90000000000000002,Boston
7,2013-06-17,Santa Barbara,KSBA,62.755172413799997,0.0,Santa Barbara
92,2013-06-17,Chicago,KMDW,77.091666666699993,0.10000000000000001,Chicago
26,2013-06-17,Washington DC,KDCA,79.532142857099998,0.0,Washington DC
37,2013-06-17,San Diego,KSAN,66.206896551699998,0.0,San Diego
14,2013-06-17,NY,KNYC,75.211538461499998,0.029999999999999999,New York
5,2013-06-17,Las Vegas,KLAS,90.695833333300001,0.0,Las Vegas
15,2013-06-17,Pittsburgh,KAGC,72.8533333333,0.0,Pittsburgh
6,2013-06-17,Boston MA,KBOS,71.696774193500005,0.90000000000000002,Boston
9,2013-06-17,Berkeley,KOAK,60.525925925899998,0.0,Berkeley
12,2013-06-17,San Jose,KSJC,63.645833333299997,0.0,San Jose
18,2013-06-17,Atlanta,KFTY,73.250980392200006,7.4199999999999999,Atlanta
5,2013-06-18,Santa Monica,KSMO,65.870370370399996,0.0,Santa Monica
15,2013-06-18,Minneapolis,KMIC,65.041379310300002,0.0,Minneapolis
318,2013-06-24,San Francisco,KSFO,60.638461538500003,0.029999999999999999,San Francisco
10,2013-06-24,SF Bay Area,KSFO,60.638461538500003,0.029999999999999999,San Francisco
76,2013-06-24,Chicago,KMDW,74.428124999999994,0.53000000000000003,Chicago
27,2013-06-24,Montreal,CWTA,74.307407407400007,0.46000000000000002,Montreal
33,2013-06-24,San Diego,KSAN,67.314705882400006,0.0,San Diego
18,2013-06-24,Atlanta,KFTY,75.0,0.01,Atlanta
24,2013-06-24,Philadelphia,KPHL,77.700000000000003,1.53,Philadelphia
48,2013-06-24,Boston,KBOS,81.1714285714,0.40999999999999998,Boston
169,2013-06-24,New York,KNYC,80.523076923100007,0.0,New York
12,2013-06-24,nyc,KNYC,80.523076923100007,0.0,New York
6,2013-06-24,san francisco,KSFO,60.638461538500003,0.029999999999999999,San Francisco
84,2013-06-24,NYC,KNYC,80.523076923100007,0.0,New York
83,2013-06-24,New York City,KNYC,80.523076923100007,0.0,New York
24,2013-06-24,Vancouver,CWHC,59.321428571399998,0.96999999999999997,Vancouver
8,2013-06-24,St. Petersburg,KSPG,84.663636363600006,0.0,St. Petersburg
10,2013-06-24,Kansas City,KMKC,84.349999999999994,0.0,Kansas City
14,2013-06-24,Minneapolis,KMIC,73.048148148099997,0.0,Minneapolis
27,2013-06-24,Washington DC,KDCA,79.503571428599997,0.050000000000000003,Washington DC
17,2013-06-24,Cambridge,KBOS,81.1714285714,0.40999999999999998,Boston
4,2013-06-24,Portland OR,KPDX,62.0222222222,0.34000000000000002,Portland
17,2013-06-24,Austin,KATT,83.530555555600003,0.0,Austin
7,2013-06-24,Birmingham,KBHM,76.604651162799996,2.5699999999999998,Birmingham
26,2013-06-24,Brooklyn,KNYC,80.523076923100007,0.0,New York
83,2013-06-24,Los Angeles,KCQT,67.573684210500005,0.0,Los Angeles
6,2013-06-24,Austin TX,KATT,83.530555555600003,0.0,Austin
8,2013-06-24,Baltimore,KBWI,78.911538461500001,0.040000000000000001,Baltimore
166,2013-06-21,New York,KNYC,71.712500000000006,0.0,New York
65,2013-06-21,New York City,KNYC,71.712500000000006,0.0,New York
35,2013-06-21,San Diego,KSAN,65.903333333299997,0.0,San Diego
320,2013-06-21,San Francisco,KSFO,58.366666666699999,0.0,San Francisco
24,2013-06-21,Washington DC,KDCA,74.037499999999994,0.0,Washington DC
44,2013-06-21,Montreal,CWTA,71.332142857099996,0.0,Montreal
26,2013-06-21,Vancouver,CWHC,58.378571428599997,0.02,Vancouver
89,2013-06-21,Chicago,KMDW,75.510000000000005,0.19,Chicago
68,2013-06-21,Seattle,KBFI,61.186666666699999,0.01,Seattle
5,2013-06-21,Miami,KMIA,84.466666666699993,0.0,Miami
5,2013-06-21,Dallas,KDAL,87.474999999999994,0.0,Dallas
76,2013-06-21,NYC,KNYC,71.712500000000006,0.0,New York
9,2013-06-21,Denver,KAPA,75.462500000000006,0.0,Denver
17,2013-06-22,Vancouver,CWHC,62.746428571400003,0.0,Vancouver
10,2013-06-22,Cambridge,KBOS,73.820833333300001,0.0,Boston
39,2013-06-22,New York City,KNYC,72.458333333300004,0.0,New York
50,2013-06-22,Los Angeles,KCQT,69.179310344800001,0.0,Los Angeles
25,2013-06-22,Boston,KBOS,73.820833333300001,0.0,Boston
43,2013-06-22,Chicago,KMDW,76.087999999999994,0.0,Chicago
4,2013-06-22,Waterloo,KALO,78.494285714300005,0.029999999999999999,Waterloo
19,2013-06-22,San Diego,KSAN,65.342307692299997,0.0,San Diego
1,2013-06-22,Oklahoma City,KOKC,81.795833333299996,0.0,Oklahoma City
8,2013-06-22,Bay Area,KNGP,84.224999999999994,0.0,Bay Area
3,2013-06-22,Kansas City,KMKC,85.133333333300001,0.0,Kansas City
7,2013-06-22,Las Vegas,KLAS,88.508333333300001,0.0,Las Vegas
38,2013-06-22,Seattle,KBFI,67.633333333300001,0.0,Seattle
17,2013-06-19,Montr\\xc3\\xa9al,CWTA,60.260714285699997,0.0,Montreal
312,2013-06-19,San Francisco,KSFO,58.676923076900003,0.0,San Francisco
51,2013-06-19,Montreal,CWTA,60.260714285699997,0.0,Montreal
6,2013-06-19,Baltimore,KBWI,68.527272727300002,0.0,Baltimore
155,2013-06-19,New York,KNYC,66.862068965500001,0.029999999999999999,New York
5,2013-06-19,Birmingham,KBHM,77.695833333300001,0.0,Birmingham
86,2013-06-19,NYC,KNYC,66.862068965500001,0.029999999999999999,New York
17,2013-06-19,Brooklyn,KNYC,66.862068965500001,0.029999999999999999,New York
78,2013-06-19,Chicago,KMDW,66.766666666700004,0.0,Chicago
71,2013-06-19,Seattle,KBFI,61.311999999999998,0.0,Seattle
73,2013-06-19,New York City,KNYC,66.862068965500001,0.029999999999999999,New York
20,2013-06-19,NY,KNYC,66.862068965500001,0.029999999999999999,New York
6,2013-06-19,Boston MA,KBOS,63.803703703700002,0.02,Boston
52,2013-06-19,Boston,KBOS,63.803703703700002,0.02,Boston
5,2013-06-19,Santa Barbara,KSBA,71.599999999999994,0.0,Santa Barbara
63,2013-06-19,Los Angeles,KCQT,67.848148148099995,0.0,Los Angeles
175,2013-02-03,San Francisco,KSFO,50.468000000000004,0.0,San Francisco
15,2013-02-03,San Diego,KSAN,62.473076923100002,0.0,San Diego
48,2013-02-03,Chicago,KMDW,17.324242424200001,0.0,Chicago
8,2013-02-03,Boston MA,KBOS,25.140000000000001,0.0,Boston
14,2013-02-03,Brooklyn,KNYC,26.7571428571,0.01,New York
11,2013-02-03,SF,KSFO,50.468000000000004,0.0,San Francisco
35,2013-02-03,Los Angeles,KCQT,64.108695652199998,0.0,Los Angeles
1,2013-02-03,San Antonio,KSSF,63.130434782599998,0.0,San Antonio
8,2013-02-03,Pittsburgh,KAGC,22.152542372900001,0.0,Pittsburgh
4,2013-02-02,Baltimore,KBWI,24.425000000000001,0.040000000000000001,Baltimore
50,2013-02-02,New York City,KNYC,24.145161290299999,0.040000000000000001,New York
24,2013-02-02,San Diego,KSAN,62.524000000000001,0.0,San Diego
188,2013-02-02,San Francisco,KSFO,50.461538461499998,0.0,San Francisco
45,2013-02-02,Chicago,KMDW,18.452272727299999,0.089999999999999997,Chicago
5,2013-02-02,SF Bay Area,KSFO,50.461538461499998,0.0,San Francisco
85,2013-02-02,New York,KNYC,24.145161290299999,0.040000000000000001,New York
7,2013-02-02,Minneapolis,KMIC,6.1324324324299999,0.0,Minneapolis
52,2013-02-02,NYC,KNYC,24.145161290299999,0.040000000000000001,New York
18,2013-02-02,Philadelphia,KPHL,25.5368421053,0.050000000000000003,Philadelphia
4,2013-02-02,Indianapolis,KIND,21.600000000000001,0.16,Indianapolis
28,2013-02-02,Montreal,CWTA,5.8555555555599996,0.0,Montreal
38,2013-02-02,Boston,KBOS,24.9666666667,0.0,Boston
6,2013-02-02,Berkeley,KOAK,53.018518518500002,0.0,Berkeley
51,2013-02-02,Seattle,KBFI,42.056249999999999,0.0,Seattle
7,2013-02-02,Bay Area,KNGP,65.489999999999995,0.0,Bay Area
22,2013-02-02,Vancouver,CWHC,38.75,0.0,Vancouver
40,2013-02-02,Los Angeles,KCQT,65.270833333300004,0.0,Los Angeles
2,2013-02-02,San Antonio,KSSF,60.3227272727,0.0,San Antonio
5,2013-02-03,Santa Barbara,KSBA,56.600000000000001,0.0,Santa Barbara
18,2013-02-03,Philadelphia,KPHL,29.0,0.0,Philadelphia
7,2013-02-03,Washington DC,KDCA,32.0448275862,0.0,Washington DC
4,2013-02-03,Dallas,KDAL,55.950000000000003,0.0,Dallas
6,2013-02-03,Edmonton,CXEC,29.678571428600002,0.0,Edmonton
7,2013-02-03,Indianapolis,KIND,18.366666666699999,0.0,Indianapolis
3,2013-02-02,san francisco,KSFO,50.461538461499998,0.0,San Francisco
4,2013-02-02,Edmonton,CXEC,28.711538461500002,0.0,Edmonton
6,2013-02-02,Washington,KDCA,27.138888888899999,0.040000000000000001,Washington DC
151,2013-03-29,New York,KNYC,46.758333333300001,0.0,New York
65,2013-03-29,Seattle,KBFI,55.0958333333,0.01,Seattle
19,2013-03-29,Brooklyn,KNYC,46.758333333300001,0.0,New York
16,2013-03-29,Bay Area,KNGP,71.748000000000005,0.0,Bay Area
303,2013-03-29,San Francisco,KSFO,57.1541666667,0.0,San Francisco
73,2013-03-29,Chicago,KMDW,42.887500000000003,0.0,Chicago
18,2013-03-29,Pittsburgh,KAGC,42.129166666700002,0.0,Pittsburgh
61,2013-03-29,Boston,KBOS,47.208333333299997,0.01,Boston
85,2013-03-29,New York City,KNYC,46.758333333300001,0.0,New York
12,2013-03-29,Mountain View,KNUQ,61.788461538500002,0.0,Mountain View
6,2013-03-29,Cambridge MA,KBOS,47.208333333299997,0.01,Boston
16,2013-03-29,NY,KNYC,46.758333333300001,0.0,New York
85,2013-03-29,NYC,KNYC,46.758333333300001,0.0,New York
16,2013-03-29,Montr\\xc3\\xa9al,CWTA,42.282142857099998,0.0,Montreal
65,2013-03-29,Los Angeles,KCQT,59.848571428600003,0.0,Los Angeles
4,2013-03-29,seattle,KBFI,55.0958333333,0.01,Seattle
10,2013-03-29,Cambridge,KBOS,47.208333333299997,0.01,Boston
43,2013-03-29,Montreal,CWTA,42.282142857099998,0.0,Montreal
5,2013-04-04,Santa Barbara,KSBA,58.3266666667,0.01,Santa Barbara
14,2013-04-04,Minneapolis,KMIC,42.604166666700003,0.0,Minneapolis
17,2013-04-04,Bay Area,KNGP,65.207142857099996,0.0,Bay Area
11,2013-04-04,Kansas City,KMKC,51.320833333300001,0.0,Kansas City
4,2013-04-04,Las Vegas,KLAS,73.370833333299998,0.0,Las Vegas
6,2013-03-27,Cambridge MA,KBOS,44.416666666700003,0.0,Boston
5,2013-03-27,DC,KDCA,45.004166666700002,0.01,Washington DC
7,2013-03-27,Boston MA,KBOS,44.416666666700003,0.0,Boston
5,2013-03-27,Birmingham,KBHM,42.420833333300003,0.0,Birmingham
25,2013-03-27,Atlanta,KFTY,41.6875,0.0,Atlanta
16,2013-03-27,Brooklyn,KNYC,43.583333333299997,0.0,New York
2,2012-11-18,Portland,KPDX,48.0423076923,0.55000000000000004,Portland
45,2012-11-18,NYC,KNYC,43.487499999999997,0.0,New York
6,2012-11-18,Boston MA,KBOS,39.3416666667,0.0,Boston
39,2012-11-18,Seattle,KBFI,47.0291666667,0.63,Seattle
38,2012-11-18,New York City,KNYC,43.487499999999997,0.0,New York
26,2012-11-18,Boston,KBOS,39.3416666667,0.0,Boston
140,2012-11-18,San Francisco,KSFO,57.116666666699999,0.0,San Francisco
10,2012-11-18,Montr\\xc3\\xa9al,CWTA,32.089285714299997,0.0,Montreal
11,2012-11-18,SF,KSFO,57.116666666699999,0.0,San Francisco
2,2012-11-18,Las Vegas,KLAS,62.129166666700002,0.0,Las Vegas
64,2012-11-20,Chicago,KMDW,50.274999999999999,0.0,Chicago
23,2012-11-20,Vancouver,CWHC,47.25,0.0,Vancouver
17,2012-11-20,San Diego,KSAN,59.667857142899997,0.0,San Diego
14,2012-11-23,Montr\\xc3\\xa9al,CWTA,46.457142857100003,0.050000000000000003,Montreal
2,2012-11-23,san francisco,KSFO,56.887500000000003,0.0,San Francisco
36,2012-11-23,NYC,KNYC,49.237499999999997,0.01,New York
18,2012-11-23,Vancouver,CWHC,45.75,0.0,Vancouver
38,2012-11-23,New York City,KNYC,49.237499999999997,0.01,New York
111,2012-11-23,San Francisco,KSFO,56.887500000000003,0.0,San Francisco
19,2012-11-23,Boston,KBOS,43.152000000000001,0.0,Boston
5,2012-11-23,Kansas City,KMKC,36.195999999999998,0.0,Kansas City
11,2012-11-23,Washington DC,KDCA,49.4375,0.01,Washington DC
22,2012-11-23,Chicago,KMDW,33.6642857143,0.0,Chicago
14,2012-11-23,Los Angeles,KCQT,54.6403508772,0.0,Los Angeles
73,2012-11-23,New York,KNYC,49.237499999999997,0.01,New York
4,2012-11-22,Birmingham,KBHM,54.2166666667,0.0,Birmingham
156,2012-11-22,San Francisco,KSFO,54.566666666700002,0.0,San Francisco
6,2012-11-22,nyc,KNYC,47.276923076899998,0.0,New York
9,2012-11-22,Philadelphia,KPHL,44.776000000000003,0.0,Philadelphia
2,2012-11-22,Miami,KMIA,65.454166666700004,0.0,Miami
43,2012-11-22,NYC,KNYC,47.276923076899998,0.0,New York
83,2012-11-22,New York,KNYC,47.276923076899998,0.0,New York
21,2012-11-22,Boston,KBOS,43.9041666667,0.0,Boston
8,2012-11-22,Atlanta,KFTY,50.608333333300003,0.0,Atlanta
3,2012-11-22,Portland OR,KPDX,42.560714285700001,0.0,Portland
15,2012-11-22,San Diego,KSAN,58.0805555556,0.0,San Diego
30,2012-11-22,Los Angeles,KCQT,57.721276595699997,0.0,Los Angeles
14,2012-11-22,Montr\\xc3\\xa9al,CWTA,44.5392857143,0.0,Montreal
4,2012-11-22,Seattle WA,KBFI,42.304166666699999,0.02,Seattle
32,2012-11-22,Seattle,KBFI,42.304166666699999,0.02,Seattle
28,2012-11-22,New York City,KNYC,47.276923076899998,0.0,New York
1,2012-11-22,Las Vegas,KLAS,59.420833333300003,0.0,Las Vegas
7,2012-11-22,SF,KSFO,54.566666666700002,0.0,San Francisco
3,2012-11-22,Austin,KATT,65.528000000000006,0.0,Austin
28,2012-11-22,Chicago,KMDW,53.875,0.17000000000000001,Chicago
25,2012-11-22,Vancouver,CWHC,44.25,0.0,Vancouver
7,2012-11-26,Austin,KATT,69.855555555600006,0.0,Austin
44,2012-11-26,Los Angeles,KCQT,59.381481481500003,0.0,Los Angeles
56,2012-11-26,Seattle,KBFI,40.688000000000002,0.0,Seattle
213,2012-11-26,San Francisco,KSFO,52.291428571399997,0.0,San Francisco
8,2012-11-26,Denver,KAPA,27.040624999999999,0.0,Denver
3,2012-11-26,Waterloo,KALO,22.076000000000001,0.0,Waterloo
80,2012-11-26,NYC,KNYC,41.558333333299998,0.0,New York
139,2012-11-26,New York,KNYC,41.558333333299998,0.0,New York
57,2012-11-26,New York City,KNYC,41.558333333299998,0.0,New York
47,2012-11-26,Boston,KBOS,38.808333333299998,0.0,Boston
31,2012-11-26,San Diego,KSAN,59.419230769199999,0.0,San Diego
5,2012-11-26,san francisco,KSFO,52.291428571399997,0.0,San Francisco
13,2012-11-26,Brooklyn,KNYC,41.558333333299998,0.0,New York
4,2012-11-26,St. Petersburg,KSPG,64.641666666700004,0.0,St. Petersburg
10,2012-11-26,Salt Lake City,KSLC,36.912500000000001,0.0,Salt Lake City
64,2012-11-26,Chicago,KMDW,32.325000000000003,0.0,Chicago
5,2012-11-21,Austin,KATT,66.620833333299998,0.0,Austin
36,2012-11-21,Montreal,CWTA,40.082142857100003,0.0,Montreal
6,2012-11-21,Kansas City,KMKC,52.469999999999999,0.0,Kansas City
9,2012-11-21,SF Bay Area,KSFO,59.3965517241,0.46000000000000002,San Francisco
4,2012-11-21,Miami,KMIA,67.779166666699993,0.0,Miami
4,2012-11-21,Chicago IL,KMDW,46.151724137899997,0.0,Chicago
13,2012-11-21,Washington DC,KDCA,47.566666666700002,0.0,Washington DC
8,2012-11-21,Pittsburgh,KAGC,46.616666666699999,0.0,Pittsburgh
13,2012-11-21,Montr\\xc3\\xa9al,CWTA,40.082142857100003,0.0,Montreal
6,2012-11-21,Denver,KAPA,51.173913043500001,0.0,Denver
10,2012-11-21,Cambridge,KBOS,43.75,0.0,Boston
9,2012-11-21,nyc,KNYC,46.375,0.0,New York
4,2012-11-21,Portland OR,KPDX,45.903333333299997,0.60999999999999999,Portland
5,2012-11-21,Santa Monica,KSMO,57.417391304299997,0.01,Santa Monica
5,2012-11-21,Salt Lake City,KSLC,54.679166666699999,0.0,Salt Lake City
122,2012-11-19,New York,KNYC,43.235294117599999,0.0,New York
223,2012-11-19,San Francisco,KSFO,59.183999999999997,0.0,San Francisco
74,2012-11-19,NYC,KNYC,43.235294117599999,0.0,New York
14,2012-11-19,Pittsburgh,KAGC,43.450000000000003,0.0,Pittsburgh
18,2012-11-19,Washington DC,KDCA,49.858333333300003,0.0,Washington DC
6,2012-11-19,Santa Barbara,KSBA,56.621212121200003,0.01,Santa Barbara
37,2012-11-19,Montreal,CWTA,33.868000000000002,0.0,Montreal
47,2012-11-19,Seattle,KBFI,51.282758620700001,2.6600000000000001,Seattle
9,2012-11-19,Mountain View,KNUQ,58.829166666699997,0.0,Mountain View
11,2012-11-19,San Jose,KSJC,58.274999999999999,0.0,San Jose
2,2012-11-19,Indianapolis,KIND,47.391666666699997,0.0,Indianapolis
7,2012-11-19,Portland OR,KPDX,54.324137931000003,2.5099999999999998,Portland
50,2012-11-19,New York City,KNYC,43.235294117599999,0.0,New York
11,2012-11-19,Kansas City,KMKC,56.524999999999999,0.0,Kansas City
25,2012-11-19,Vancouver,CWHC,46.75,0.0,Vancouver
3,2012-11-19,Austin TX,KATT,63.570833333300001,0.0,Austin
48,2012-11-19,Los Angeles,KCQT,59.954166666699997,0.0,Los Angeles
19,2012-11-19,San Diego,KSAN,60.939999999999998,0.0,San Diego
1,2012-11-19,Santa Monica,KSMO,58.280000000000001,0.0,Santa Monica
5,2012-11-19,Waterloo,KALO,46.924137930999997,0.13,Waterloo
5,2012-11-19,Washington,KDCA,49.858333333300003,0.0,Washington DC
5,2012-11-21,Waterloo,KALO,45.412903225800001,0.0,Waterloo
3,2012-11-26,Boston MA,KBOS,38.808333333299998,0.0,Boston
3,2012-11-26,Seattle WA,KBFI,40.688000000000002,0.0,Seattle
4,2012-11-26,Dallas,KDAL,61.523333333300002,0.0,Dallas
10,2012-11-26,Pittsburgh,KAGC,38.258333333300001,0.0,Pittsburgh
10,2012-11-26,Kansas City,KMKC,33.892307692300001,0.0,Kansas City
48,2012-11-26,Montreal,CWTA,25.9888888889,0.0,Montreal
5,2012-11-26,SF Bay Area,KSFO,52.291428571399997,0.0,San Francisco
122,2012-11-20,New York,KNYC,44.600000000000001,0.0,New York
53,2012-11-20,New York City,KNYC,44.600000000000001,0.0,New York
19,2012-11-20,Philadelphia,KPHL,47.038461538500002,0.0,Philadelphia
17,2012-11-20,Brooklyn,KNYC,44.600000000000001,0.0,New York
51,2012-11-20,Seattle,KBFI,47.451999999999998,0.23000000000000001,Seattle
4,2012-11-20,Edmonton,CXEC,8.1392857142900006,0.0,Edmonton
8,2012-11-24,nyc,KNYC,40.670833333300003,0.0,New York
2,2012-11-24,Indianapolis,KIND,27.1407407407,0.0,Indianapolis
33,2012-11-24,Chicago,KMDW,29.236000000000001,0.0,Chicago
12,2012-11-24,Philadelphia,KPHL,41.450000000000003,0.0,Philadelphia
21,2012-11-24,Boston,KBOS,41.8458333333,0.0,Boston
2,2012-11-24,Boston MA,KBOS,41.8458333333,0.0,Boston
14,2012-11-24,Brooklyn,KNYC,40.670833333300003,0.0,New York
7,2012-11-24,Pittsburgh,KAGC,30.0411764706,0.01,Pittsburgh
40,2012-11-24,NYC,KNYC,40.670833333300003,0.0,New York
28,2012-11-24,Montreal,CWTA,35.021428571400001,0.0,Montreal
5,2012-11-21,St. Petersburg,KSPG,65.133333333300001,0.0,St. Petersburg
5,2012-11-21,Las Vegas,KLAS,57.5625,0.0,Las Vegas
4,2012-11-21,San Jose,KSJC,59.182222222199997,0.46000000000000002,San Jose
5,2012-11-26,Washington,KDCA,44.387500000000003,0.0,Washington DC
13,2012-11-26,Minneapolis,KMIC,14.221428571400001,0.0,Minneapolis
5,2012-11-26,Mountain View,KNUQ,48.638775510199999,0.0,Mountain View
11,2012-11-20,Pittsburgh,KAGC,45.445833333300001,0.0,Pittsburgh
44,2012-11-20,Boston,KBOS,40.483333333300003,0.0,Boston
16,2012-11-20,Montr\\xc3\\xa9al,CWTA,36.125,0.0,Montreal
7,2012-11-20,Denver,KAPA,47.691304347799999,0.0,Denver
2,2012-12-26,San Antonio,KSSF,38.517391304299998,0.0,San Antonio
5,2012-12-26,Pittsburgh,KAGC,29.090384615400001,0.0,Pittsburgh
5,2012-12-26,Atlanta,KFTY,47.445714285699999,1.25,Atlanta
4,2012-12-26,SF Bay Area,KSFO,51.111538461499997,0.17999999999999999,San Francisco
10,2012-12-27,Atlanta,KFTY,36.844000000000001,0.0,Atlanta
13,2012-12-27,Washington DC,KDCA,38.584375000000001,0.050000000000000003,Washington DC
6,2012-12-27,Portland,KPDX,41.788888888899997,0.01,Portland
23,2012-12-27,San Diego,KSAN,55.0958333333,0.0,San Diego
2,2012-12-27,Salt Lake City,KSLC,27.329411764700001,0.20999999999999999,Salt Lake City
9,2012-12-27,Brooklyn,KNYC,36.034090909100001,1.4399999999999999,New York
9,2012-12-27,NY,KNYC,36.034090909100001,1.4399999999999999,New York
5,2012-12-27,Bay Area,KNGP,53.985714285699999,0.040000000000000001,Bay Area
12,2012-12-27,Philadelphia,KPHL,38.436111111099997,0.059999999999999998,Philadelphia
4,2012-12-26,Seattle WA,KBFI,43.285714285700003,0.25,Seattle
4,2012-12-26,nyc,KNYC,33.5744186047,2.21,New York
3,2012-12-26,Boston MA,KBOS,31.915384615400001,0.26000000000000001,Boston
9,2012-12-26,San Diego,KSAN,55.671875,0.050000000000000003,San Diego
4,2012-12-26,Washington,KDCA,36.974074074100002,3.7000000000000002,Washington DC
15,2012-12-26,Montreal,CWTA,12.9785714286,0.0,Montreal
4,2012-12-26,Indianapolis,KIND,29.623809523799999,0.55000000000000004,Indianapolis
2,2012-12-26,san francisco,KSFO,51.111538461499997,0.17999999999999999,San Francisco
3,2012-12-26,Portland OR,KPDX,39.3125,0.13,Portland
1,2012-12-26,Las Vegas,KLAS,43.031999999999996,0.0,Las Vegas
7,2012-12-26,Brooklyn,KNYC,33.5744186047,2.21,New York
5,2012-12-27,Montr\\xc3\\xa9al,CWTA,20.8357142857,1.51,Montreal
5,2012-12-27,Portland OR,KPDX,41.788888888899997,0.01,Portland
2,2012-12-27,Miami,KMIA,64.395652173900004,0.0,Miami
2,2012-12-24,Birmingham,KBHM,55.4717948718,0.90000000000000002,Birmingham
38,2012-12-24,NYC,KNYC,35.566666666700002,0.12,New York
1,2012-12-24,Oakland CA,KOAK,49.100000000000001,0.0,Berkeley
38,2012-12-24,New York City,KNYC,35.566666666700002,0.12,New York
4,2012-12-24,Boston MA,KBOS,35.445833333300001,0.0,Boston
84,2012-12-24,New York,KNYC,35.566666666700002,0.12,New York
4,2012-12-24,St. Petersburg,KSPG,63.960000000000001,0.0,St. Petersburg
21,2012-12-24,Montreal,CWTA,15.9857142857,0.0,Montreal
130,2012-12-24,San Francisco,KSFO,51.3416666667,0.0,San Francisco
3,2012-12-24,Washington,KDCA,36.913333333300002,0.20999999999999999,Washington DC
28,2012-12-23,NYC,KNYC,38.287500000000001,0.0,New York
17,2012-12-23,Boston,KBOS,33.962499999999999,0.0,Boston
11,2012-12-23,Philadelphia,KPHL,37.0958333333,0.0,Philadelphia
3,2012-12-23,Kansas City,KMKC,29.941666666700002,0.0,Kansas City
4,2012-12-23,Berkeley,KOAK,53.932558139500003,2.2000000000000002,Berkeley
4,2012-12-23,SF Bay Area,KSFO,55.1361111111,2.0099999999999998,San Francisco
4,2012-12-23,Denver,KAPA,38.734782608700002,0.0,Denver
5,2012-12-23,Cambridge,KBOS,33.962499999999999,0.0,Boston
3,2012-12-23,Pittsburgh,KAGC,29.788,0.0,Pittsburgh
3,2012-12-23,Austin,KATT,63.253124999999997,0.0,Austin
5,2012-12-25,Bay Area,KNGP,69.265625,0.0,Bay Area
17,2012-12-25,Chicago,KMDW,30.53125,0.0,Chicago
12,2012-12-25,Montreal,CWTA,14.7964285714,0.0,Montreal
5,2012-12-25,Denver,KAPA,9.5343750000000007,0.0,Denver
15,2012-12-25,Seattle,KBFI,41.166666666700003,0.40999999999999998,Seattle
53,2012-12-25,New York,KNYC,36.726190476200003,0.10000000000000001,New York
111,2012-12-25,San Francisco,KSFO,49.228571428599999,0.76000000000000001,San Francisco
1,2012-12-25,San Jose,KSJC,46.850000000000001,0.38,San Jose
24,2012-12-25,New York City,KNYC,36.726190476200003,0.10000000000000001,New York
18,2012-12-25,Los Angeles,KCQT,52.095238095200003,0.0,Los Angeles
12,2012-12-23,Vancouver,CWHC,41.5,0.0,Vancouver
9,2012-12-23,Brooklyn,KNYC,38.287500000000001,0.0,New York
5,2012-12-23,Seattle WA,KBFI,42.579999999999998,0.42999999999999999,Seattle
6,2012-12-23,Montr\\xc3\\xa9al,CWTA,17.6178571429,0.0,Montreal
2,2012-12-23,Colorado Springs,KCOS,36.851999999999997,0.0,Colorado Springs
7,2012-12-24,Pittsburgh,KAGC,33.588235294100002,0.059999999999999998,Pittsburgh
9,2012-12-24,Vancouver,CWHC,39.75,0.0,Vancouver
8,2012-12-24,SF,KSFO,51.3416666667,0.0,San Francisco
18,2012-12-24,Boston,KBOS,35.445833333300001,0.0,Boston
27,2012-12-24,Chicago,KMDW,32.665384615400001,0.0,Chicago
10,2012-12-24,NY,KNYC,35.566666666700002,0.12,New York
9,2012-12-24,Montr\\xc3\\xa9al,CWTA,15.9857142857,0.0,Montreal
